name, accident, accident_maxdev, max_dev, attack_start_from_init, aggr_start_from_init, accident_from_init, attack_start_from_init_time, aggr_start_from_init_time, accident_time, attack_duration, success_attack_duration, crash_x, crash_y, spoofed_gps_x, spoofed_gps_y, pos_diff, start_time_x, start_time_y
attack-rhs_9130_9163_0.5_1.2, 1, 1.117034, 376.669759, 150, 183, 18466, 1.4900, 1.8200, 184.6500, 182.8300, 182.8300, -623.6559, 593.3041, -622.5768, 591.7112, 1.9240, 150.0100, 150.0100
attack-rhs_9131_9163_0.5_1.2, 1, 1.115168, 376.731331, 151, 183, 18465, 1.5000, 1.8200, 184.6400, 182.8200, 182.8200, -623.5270, 593.3245, -622.4469, 591.7363, 1.9206, 151.0100, 151.0100
attack-rhs_9132_9163_0.5_1.2, 1, 1.117002, 376.708319, 152, 183, 18466, 1.5100, 1.8200, 184.6500, 182.8300, 182.8300, -623.6559, 593.3041, -622.5768, 591.7112, 1.9240, 152.0100, 152.0100
attack-rhs_9133_9163_0.5_1.2, 1, 1.117074, 376.740971, 153, 183, 18466, 1.5200, 1.8200, 184.6500, 182.8300, 182.8300, -623.6559, 593.3041, -622.5768, 591.7112, 1.9241, 153.0100, 153.0100
attack-rhs_9134_9163_0.5_1.2, 1, 1.116166, 376.682815, 154, 183, 18466, 1.5300, 1.8200, 184.6500, 182.8300, 182.8300, -623.6554, 593.3034, -622.5768, 591.7112, 1.9231, 154.0100, 154.0100
attack-rhs_9135_9163_0.5_1.2, 1, 1.117227, 376.704535, 155, 183, 18466, 1.5400, 1.8200, 184.6500, 182.8300, 182.8300, -623.6560, 593.3042, -622.5768, 591.7112, 1.9242, 155.0100, 155.0000
attack-rhs_9136_9163_0.5_1.2, 1, 1.116637, 376.664550, 156, 183, 18464, 1.5500, 1.8200, 184.6300, 182.8100, 182.8100, -623.4002, 593.3479, -622.3171, 591.7618, 1.9206, 156.0100, 156.0100
attack-rhs_9137_9163_0.5_1.2, 1, 1.116978, 376.702991, 157, 183, 18466, 1.5600, 1.8200, 184.6500, 182.8300, 182.8300, -623.6559, 593.3040, -622.5768, 591.7112, 1.9240, 157.0100, 157.0100
attack-rhs_9138_9163_0.5_1.2, 1, 1.116700, 378.360501, 158, 183, 18465, 1.5700, 1.8200, 184.6400, 182.8200, 182.8200, -623.5279, 593.3257, -622.4469, 591.7363, 1.9222, 158.0100, 158.0000
attack-rhs_9139_9163_0.5_1.2, 1, 1.116969, 376.705235, 159, 183, 18466, 1.5800, 1.8200, 184.6500, 182.8300, 182.8300, -623.6559, 593.3040, -622.5768, 591.7112, 1.9240, 159.0100, 159.0100
attack-rhs_9140_9163_0.5_1.2, 1, 1.117036, 376.712056, 160, 183, 18466, 1.5900, 1.8200, 184.6500, 182.8300, 182.8300, -623.6559, 593.3041, -622.5768, 591.7112, 1.9240, 160.0100, 160.0100
attack-rhs_9141_9163_0.5_1.2, 1, 1.115265, 376.633792, 161, 183, 18465, 1.6000, 1.8200, 184.6400, 182.8200, 182.8200, -623.5271, 593.3245, -622.4469, 591.7363, 1.9207, 161.0100, 161.0100
attack-rhs_9142_9163_0.5_1.2, 1, 1.117027, 376.742562, 162, 183, 18466, 1.6100, 1.8200, 184.6500, 182.8300, 182.8300, -623.6559, 593.3041, -622.5768, 591.7112, 1.9240, 162.0100, 162.0000
attack-rhs_9143_9163_0.5_1.2, 1, 1.117010, 376.745382, 163, 183, 18466, 1.6200, 1.8200, 184.6500, 182.8300, 182.8300, -623.6559, 593.3041, -622.5768, 591.7112, 1.9240, 163.0100, 163.0100
attack-rhs_9144_9163_0.5_1.2, 1, 1.116963, 376.749773, 164, 183, 18466, 1.6300, 1.8200, 184.6500, 182.8300, 182.8300, -623.6559, 593.3040, -622.5768, 591.7112, 1.9239, 164.0100, 164.0100
attack-rhs_9145_9163_0.5_1.2, 1, 1.117067, 376.747981, 165, 183, 18466, 1.6400, 1.8200, 184.6500, 182.8300, 182.8300, -623.6559, 593.3041, -622.5768, 591.7112, 1.9240, 165.0100, 165.0100
attack-rhs_9146_9163_0.5_1.2, 1, 1.117010, 376.767696, 166, 183, 18466, 1.6500, 1.8200, 184.6500, 182.8300, 182.8300, -623.6559, 593.3041, -622.5768, 591.7112, 1.9240, 166.0100, 166.0100
attack-rhs_9147_9163_0.5_1.2, 1, 1.117039, 376.711656, 167, 183, 18466, 1.6600, 1.8200, 184.6500, 182.8300, 182.8300, -623.6559, 593.3041, -622.5768, 591.7112, 1.9240, 167.0100, 166.9800
attack-rhs_9148_9163_0.5_1.2, 1, 1.115632, 376.649652, 168, 183, 18465, 1.6700, 1.8200, 184.6400, 182.8200, 182.8200, -623.5273, 593.3249, -622.4469, 591.7363, 1.9211, 168.0100, 167.9900
attack-rhs_9149_9163_0.5_1.2, 1, 1.116860, 376.735664, 169, 183, 18466, 1.6800, 1.8200, 184.6500, 182.8300, 182.8300, -623.6558, 593.3039, -622.5768, 591.7112, 1.9238, 169.0100, 168.9800
attack-rhs_9150_9163_0.5_1.2, 1, 1.116714, 376.707004, 170, 183, 18468, 1.6900, 1.8200, 184.6700, 182.8500, 182.8500, -623.9121, 593.2607, -622.8368, 591.6619, 1.9267, 170.0100, 169.9900
attack-rhs_9151_9163_0.5_1.2, 1, 1.117048, 377.130637, 171, 183, 18466, 1.7000, 1.8200, 184.6500, 182.8300, 182.8300, -623.6559, 593.3041, -622.5768, 591.7112, 1.9240, 171.0100, 170.9900
attack-rhs_9152_9163_0.5_1.2, 1, 1.116945, 376.678503, 172, 183, 18466, 1.7100, 1.8200, 184.6500, 182.8300, 182.8300, -623.6559, 593.3040, -622.5768, 591.7112, 1.9239, 172.0100, 171.9900
attack-rhs_9153_9163_0.5_1.2, 1, 1.116633, 376.608682, 173, 183, 18466, 1.7200, 1.8200, 184.6500, 182.8300, 182.8300, -623.6557, 593.3037, -622.5768, 591.7112, 1.9236, 173.0100, 172.9900
attack-rhs_9154_9163_0.5_1.2, 1, 1.116147, 374.712241, 174, 183, 18466, 1.7300, 1.8200, 184.6500, 182.8300, 182.8300, -623.6554, 593.3033, -622.5768, 591.7112, 1.9231, 173.9900, 173.9900
attack-rhs_9155_9163_0.5_1.2, 1, 1.116068, 376.992728, 175, 183, 18467, 1.7400, 1.8200, 184.6600, 182.8400, 182.8400, -623.7835, 593.2815, -622.7067, 591.6863, 1.9246, 174.9900, 174.9900
attack-rhs_9156_9163_0.5_1.2, 1, 1.116655, 376.711511, 176, 183, 18466, 1.7500, 1.8200, 184.6500, 182.8300, 182.8300, -623.6557, 593.3038, -622.5765, 591.7119, 1.9232, 175.9900, 175.9900
attack-rhs_9157_9163_0.5_1.2, 1, 1.116242, 376.392815, 177, 183, 18464, 1.7600, 1.8200, 184.6300, 182.8100, 182.8100, -623.4000, 593.3476, -622.3180, 591.7608, 1.9205, 176.9900, 176.9900
attack-rhs_9158_9163_0.5_1.2, 1, 1.115469, 376.705251, 178, 183, 18464, 1.7700, 1.8200, 184.6300, 182.8100, 182.8100, -623.3995, 593.3469, -622.3150, 591.7637, 1.9191, 177.9900, 177.9900
attack-rhs_9159_9163_0.5_1.2, 1, 1.116997, 375.820379, 179, 183, 18466, 1.7800, 1.8200, 184.6500, 182.8300, 182.8300, -623.6559, 593.3041, -622.5809, 591.7095, 1.9231, 178.9900, 178.9800
attack-rhs_9160_9163_0.5_1.2, 1, 1.116403, 376.834907, 180, 183, 18463, 1.7900, 1.8200, 184.6200, 182.8000, 182.8000, -623.2722, 593.3702, -622.1799, 591.7891, 1.9217, 179.9900, 179.9900
attack-rhs_9161_9269_0.5_1.2, 1, 1.115380, 239.691297, 181, 289, 29294, 1.8000, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9597, 416.7830, -1872.6741, 416.2680, 2.3430, 180.9900, 181.0100
attack-rhs_9162_9269_0.5_1.2, 1, 1.115473, 239.853481, 182, 289, 29294, 1.8100, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7831, -1872.6741, 416.2680, 2.3431, 181.9900, 182.0100
attack-rhs_9163_9269_0.5_1.2, 1, 1.115501, 239.917193, 183, 289, 29310, 1.8200, 2.8800, 293.0900, 290.2100, 290.2100, -1876.4627, 415.0117, -1874.1400, 414.4900, 2.3805, 182.9900, 183.0100
attack-rhs_9164_9269_0.5_1.2, 1, 1.115712, 240.365536, 184, 289, 29294, 1.8300, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9600, 416.7831, -1872.6741, 416.2680, 2.3433, 183.9900, 184.0100
attack-rhs_9165_9269_0.5_1.2, 1, 1.115504, 239.869919, 185, 289, 29294, 1.8400, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7831, -1872.6741, 416.2680, 2.3431, 184.9800, 185.0100
attack-rhs_9166_9269_0.5_1.2, 1, 1.115532, 240.160932, 186, 289, 29294, 1.8500, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9599, 416.7831, -1872.6741, 416.2680, 2.3431, 185.9900, 186.0100
attack-rhs_9167_9269_0.5_1.2, 1, 1.115455, 239.868111, 187, 289, 29294, 1.8600, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7830, -1872.6741, 416.2680, 2.3430, 186.9900, 187.0100
attack-rhs_9168_9269_0.5_1.2, 1, 1.115561, 239.883935, 188, 289, 29294, 1.8700, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9599, 416.7831, -1872.6741, 416.2680, 2.3431, 187.9900, 188.0100
attack-rhs_9169_9269_0.5_1.2, 1, 1.115670, 239.915916, 189, 289, 29294, 1.8800, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9600, 416.7831, -1872.6741, 416.2680, 2.3432, 188.9900, 189.0100
attack-rhs_9170_9269_0.5_1.2, 1, 1.115409, 239.849066, 190, 289, 29294, 1.8900, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7830, -1872.6741, 416.2680, 2.3430, 189.9900, 190.0100
attack-rhs_9171_9269_0.5_1.2, 1, 1.115360, 240.178894, 191, 289, 29294, 1.9000, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9597, 416.7830, -1872.6741, 416.2680, 2.3429, 190.9900, 191.0100
attack-rhs_9172_9269_0.5_1.2, 1, 1.115559, 239.858190, 192, 289, 29294, 1.9100, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9599, 416.7831, -1872.6741, 416.2680, 2.3431, 191.9900, 192.0100
attack-rhs_9173_9269_0.5_1.2, 1, 1.115512, 239.884085, 193, 289, 29294, 1.9200, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9599, 416.7831, -1872.6741, 416.2680, 2.3431, 192.9900, 193.0100
attack-rhs_9174_9269_0.5_1.2, 1, 1.115532, 239.865530, 194, 289, 29294, 1.9300, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9599, 416.7831, -1872.6741, 416.2680, 2.3431, 193.9900, 194.0100
attack-rhs_9175_9269_0.5_1.2, 1, 1.115545, 239.863612, 195, 289, 29294, 1.9400, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9599, 416.7831, -1872.6741, 416.2680, 2.3431, 194.9900, 195.0100
attack-rhs_9176_9269_0.5_1.2, 1, 1.115528, 239.853107, 196, 289, 29294, 1.9500, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9599, 416.7831, -1872.6741, 416.2680, 2.3431, 195.9900, 196.0100
attack-rhs_9177_9269_0.5_1.2, 1, 1.115536, 239.944222, 197, 289, 29294, 1.9600, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9599, 416.7831, -1872.6741, 416.2680, 2.3431, 196.9900, 197.0100
attack-rhs_9178_9269_0.5_1.2, 1, 1.115435, 239.852091, 198, 289, 29294, 1.9700, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7830, -1872.6741, 416.2680, 2.3430, 197.9800, 198.0100
attack-rhs_9179_9269_0.5_1.2, 1, 1.115500, 239.858267, 199, 289, 29294, 1.9800, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7831, -1872.6741, 416.2680, 2.3431, 198.9900, 199.0100
attack-rhs_9180_9269_0.5_1.2, 1, 1.115450, 239.852307, 200, 289, 29294, 1.9900, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7830, -1872.6741, 416.2680, 2.3430, 199.9900, 200.0100
attack-rhs_9181_9269_0.5_1.2, 1, 1.115348, 239.822139, 201, 289, 29294, 2.0000, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9597, 416.7830, -1872.6741, 416.2680, 2.3429, 200.9900, 201.0100
attack-rhs_9182_9269_0.5_1.2, 1, 1.115568, 239.881577, 202, 289, 29294, 2.0100, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9599, 416.7831, -1872.6741, 416.2680, 2.3431, 201.9800, 202.0100
attack-rhs_9183_9269_0.5_1.2, 1, 1.115614, 239.883545, 203, 289, 29294, 2.0200, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9600, 416.7831, -1872.6741, 416.2680, 2.3432, 202.9800, 203.0100
attack-rhs_9184_9269_0.5_1.2, 1, 1.115487, 240.266953, 204, 289, 29294, 2.0300, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7831, -1872.6741, 416.2680, 2.3431, 203.9800, 204.0100
attack-rhs_9185_9269_0.5_1.2, 1, 1.115751, 239.997445, 205, 289, 29294, 2.0400, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9601, 416.7831, -1872.6741, 416.2680, 2.3433, 204.9800, 205.0100
attack-rhs_9186_9269_0.5_1.2, 1, 1.115629, 239.780527, 206, 289, 29294, 2.0500, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9600, 416.7831, -1872.6741, 416.2680, 2.3432, 205.9800, 206.0100
attack-rhs_9187_9264_0.5_1.2, 1, 1.115279, 255.618834, 207, 284, 28787, 2.0600, 2.8300, 287.8600, 285.0300, 285.0300, -1827.7724, 471.4777, -1825.5095, 470.9400, 2.3259, 206.9900, 207.0100
attack-rhs_9188_9269_0.5_1.2, 1, 1.115491, 239.848123, 208, 289, 29294, 2.0700, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7831, -1872.6741, 416.2680, 2.3431, 207.9900, 208.0100
attack-rhs_9189_9269_0.5_1.2, 1, 1.115628, 239.866558, 209, 289, 29294, 2.0800, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9600, 416.7831, -1872.6741, 416.2680, 2.3432, 208.9900, 209.0100
attack-rhs_9190_9269_0.5_1.2, 1, 1.115568, 239.850437, 210, 289, 29294, 2.0900, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9599, 416.7831, -1872.6741, 416.2680, 2.3431, 209.9900, 210.0100
attack-rhs_9191_9269_0.5_1.2, 1, 1.115566, 239.847551, 211, 289, 29294, 2.1000, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9599, 416.7831, -1872.6741, 416.2680, 2.3431, 210.9900, 211.0100
attack-rhs_9192_9269_0.5_1.2, 1, 1.115497, 239.851203, 212, 289, 29294, 2.1100, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7831, -1872.6741, 416.2680, 2.3431, 211.9800, 212.0100
attack-rhs_9193_9269_0.5_1.2, 1, 1.116184, 239.761079, 213, 289, 29292, 2.1200, 2.8800, 292.9100, 290.0300, 290.0300, -1874.7711, 417.0049, -1872.4894, 416.4908, 2.3389, 212.9900, 213.0100
attack-rhs_9194_9269_0.5_1.2, 1, 1.115486, 239.856708, 214, 289, 29294, 2.1300, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7831, -1872.6741, 416.2680, 2.3431, 213.9800, 214.0100
attack-rhs_9195_9269_0.5_1.2, 1, 1.115538, 239.790365, 215, 289, 29294, 2.1400, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9599, 416.7831, -1872.6741, 416.2680, 2.3431, 214.9900, 215.0100
attack-rhs_9196_9269_0.5_1.2, 1, 1.115448, 239.910351, 216, 289, 29294, 2.1500, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7830, -1872.6741, 416.2680, 2.3430, 215.9900, 216.0100
attack-rhs_9197_9269_0.5_1.2, 1, 1.115473, 239.864593, 217, 289, 29294, 2.1600, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7831, -1872.6741, 416.2680, 2.3431, 216.9800, 217.0100
attack-rhs_9198_9269_0.5_1.2, 1, 1.115927, 240.001819, 218, 289, 29292, 2.1700, 2.8800, 292.9100, 290.0300, 290.0300, -1874.7708, 417.0048, -1872.4894, 416.4908, 2.3386, 217.9800, 218.0100
attack-rhs_9199_9269_0.5_1.2, 1, 1.115354, 239.791882, 219, 289, 29294, 2.1800, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9597, 416.7830, -1872.6741, 416.2680, 2.3429, 218.9800, 219.0100
attack-rhs_9200_9269_0.5_1.2, 1, 1.116009, 239.941699, 220, 289, 29294, 2.1900, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9603, 416.7832, -1872.6741, 416.2680, 2.3436, 219.9800, 220.0100
attack-rhs_9201_9269_0.5_1.2, 1, 1.115484, 239.855770, 221, 289, 29294, 2.2000, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7831, -1872.6741, 416.2680, 2.3431, 220.9800, 221.0100
attack-rhs_9202_9269_0.5_1.2, 1, 1.115533, 239.745174, 222, 289, 29294, 2.2100, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9599, 416.7831, -1872.6741, 416.2680, 2.3431, 221.9900, 222.0100
attack-rhs_9203_9269_0.5_1.2, 1, 1.115780, 239.827019, 223, 289, 29294, 2.2200, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9601, 416.7831, -1872.6741, 416.2680, 2.3434, 222.9900, 223.0100
attack-rhs_9204_9269_0.5_1.2, 1, 1.116803, 239.729504, 224, 289, 29290, 2.2300, 2.8800, 292.8900, 290.0100, 290.0100, -1874.5820, 417.2273, -1872.3046, 416.7137, 2.3346, 223.9900, 224.0100
attack-rhs_9205_9269_0.5_1.2, 1, 1.115518, 239.713403, 225, 289, 29294, 2.2400, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9599, 416.7831, -1872.6741, 416.2680, 2.3431, 224.9900, 225.0100
attack-rhs_9206_9269_0.5_1.2, 1, 1.115272, 239.266855, 226, 289, 29294, 2.2500, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9596, 416.7830, -1872.6741, 416.2680, 2.3429, 225.9800, 226.0100
attack-rhs_9207_9269_0.5_1.2, 1, 1.115490, 239.853499, 227, 289, 29294, 2.2600, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7831, -1872.6741, 416.2680, 2.3431, 226.9900, 227.0100
attack-rhs_9208_9269_0.5_1.2, 1, 1.115664, 239.916652, 228, 289, 29294, 2.2700, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9600, 416.7831, -1872.6741, 416.2680, 2.3432, 227.9900, 228.0100
attack-rhs_9209_9269_0.5_1.2, 1, 1.115343, 239.815870, 229, 289, 29294, 2.2800, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9597, 416.7830, -1872.6741, 416.2680, 2.3429, 228.9900, 229.0100
attack-rhs_9210_9269_0.5_1.2, 1, 1.115449, 239.863870, 230, 289, 29294, 2.2900, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7830, -1872.6741, 416.2680, 2.3430, 229.9900, 230.0100
attack-rhs_9211_9269_0.5_1.2, 1, 1.115480, 239.929332, 231, 289, 29294, 2.3000, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7831, -1872.6741, 416.2680, 2.3431, 230.9800, 231.0100
attack-rhs_9212_9263_0.5_1.2, 1, 1.115848, 263.074684, 232, 283, 28695, 2.3100, 2.8200, 286.9400, 284.1200, 284.1200, -1819.1374, 481.2062, -1816.8627, 480.6325, 2.3459, 231.9900, 232.0100
attack-rhs_9213_9269_0.5_1.2, 1, 1.115533, 239.791950, 233, 289, 29294, 2.3200, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9599, 416.7831, -1872.6741, 416.2680, 2.3431, 232.9900, 233.0100
attack-rhs_9214_9269_0.5_1.2, 1, 1.115427, 239.855162, 234, 289, 29294, 2.3300, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7830, -1872.6741, 416.2680, 2.3430, 233.9900, 234.0100
attack-rhs_9215_9269_0.5_1.2, 1, 1.115477, 239.704408, 235, 289, 29294, 2.3400, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7831, -1872.6741, 416.2680, 2.3431, 234.9900, 235.0100
attack-rhs_9216_9269_0.5_1.2, 1, 1.116439, 240.189191, 236, 289, 29293, 2.3500, 2.8800, 292.9200, 290.0400, 290.0400, -1874.8661, 416.8940, -1872.5818, 416.3794, 2.3416, 235.9900, 236.0100
attack-rhs_9217_9269_0.5_1.2, 1, 1.115175, 239.960839, 237, 289, 29293, 2.3600, 2.8800, 292.9200, 290.0400, 290.0400, -1874.8648, 416.8938, -1872.5818, 416.3794, 2.3403, 236.9900, 237.0100
attack-rhs_9218_9269_0.5_1.2, 1, 1.116799, 239.662814, 238, 289, 29296, 2.3700, 2.8800, 292.9500, 290.0700, 290.0700, -1875.1504, 416.5616, -1872.8585, 416.0454, 2.3493, 237.9800, 238.0100
attack-rhs_9219_9269_0.5_1.2, 1, 1.115435, 239.889768, 239, 289, 29294, 2.3800, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7830, -1872.6741, 416.2680, 2.3430, 238.9900, 239.0100
attack-rhs_9220_9269_0.5_1.2, 1, 1.115469, 239.852998, 240, 289, 29294, 2.3900, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7831, -1872.6741, 416.2680, 2.3430, 239.9900, 240.0100
attack-rhs_9221_9269_0.5_1.2, 1, 1.115407, 239.853396, 241, 289, 29294, 2.4000, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7830, -1872.6741, 416.2680, 2.3430, 240.9900, 241.0100
attack-rhs_9222_9269_0.5_1.2, 1, 1.115534, 240.224267, 242, 289, 29294, 2.4100, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9599, 416.7831, -1872.6741, 416.2680, 2.3431, 241.9900, 242.0100
attack-rhs_9223_9269_0.5_1.2, 1, 1.115298, 240.026025, 243, 289, 29294, 2.4200, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9596, 416.7830, -1872.6741, 416.2680, 2.3429, 242.9900, 243.0100
attack-rhs_9224_9269_0.5_1.2, 1, 1.115356, 239.845865, 244, 289, 29294, 2.4300, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9597, 416.7830, -1872.6741, 416.2680, 2.3429, 243.9900, 244.0100
attack-rhs_9225_9269_0.5_1.2, 1, 1.115482, 239.849201, 245, 289, 29294, 2.4400, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7831, -1872.6741, 416.2680, 2.3431, 244.9900, 245.0100
attack-rhs_9226_9269_0.5_1.2, 1, 1.115453, 239.858061, 246, 289, 29294, 2.4500, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7830, -1872.6741, 416.2680, 2.3430, 245.9900, 246.0100
attack-rhs_9227_9269_0.5_1.2, 1, 1.115499, 239.886348, 247, 289, 29294, 2.4600, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7831, -1872.6741, 416.2680, 2.3431, 246.9900, 247.0100
attack-rhs_9228_9269_0.5_1.2, 1, 1.115465, 240.334887, 248, 289, 29294, 2.4700, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9598, 416.7831, -1872.6741, 416.2680, 2.3430, 247.9900, 248.0100
attack-rhs_9229_9269_0.5_1.2, 1, 1.115361, 239.859960, 249, 289, 29294, 2.4800, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9597, 416.7830, -1872.6741, 416.2680, 2.3429, 248.9900, 249.0100
attack-rhs_9230_9269_0.5_1.2, 1, 1.115202, 239.702094, 250, 289, 29294, 2.4900, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9596, 416.7830, -1872.6741, 416.2680, 2.3428, 249.9900, 250.0100
attack-rhs_9231_9269_0.5_1.2, 1, 1.115753, 239.923509, 251, 289, 29294, 2.5000, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9601, 416.7831, -1872.6741, 416.2680, 2.3433, 250.9900, 251.0100
attack-rhs_9232_9269_0.5_1.2, 1, 1.115626, 239.956872, 252, 289, 29294, 2.5100, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9600, 416.7831, -1872.6741, 416.2680, 2.3432, 251.9900, 252.0100
attack-rhs_9233_9269_0.5_1.2, 1, 1.115531, 239.892673, 253, 289, 29294, 2.5200, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9599, 416.7831, -1872.6741, 416.2680, 2.3431, 252.9900, 253.0100
attack-rhs_9234_9269_0.5_1.2, 1, 1.115370, 239.876424, 254, 289, 29294, 2.5300, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9597, 416.7830, -1872.6741, 416.2680, 2.3429, 253.9900, 254.0100
attack-rhs_9235_9269_0.5_1.2, 1, 1.115311, 239.867400, 255, 289, 29294, 2.5400, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9597, 416.7830, -1872.6741, 416.2680, 2.3429, 254.9900, 255.0100
attack-rhs_9236_9269_0.5_1.2, 1, 1.115128, 239.863108, 256, 289, 29294, 2.5500, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9595, 416.7830, -1872.6741, 416.2680, 2.3427, 255.9900, 256.0100
attack-rhs_9237_9269_0.5_1.2, 1, 1.115057, 239.799537, 257, 289, 29294, 2.5600, 2.8800, 292.9300, 290.0500, 290.0500, -1874.9594, 416.7830, -1872.6741, 416.2680, 2.3426, 256.9900, 257.0100
